Difficulty,Test Ori Question,Test Ori Final Answer
0.525,"A spacecraft is initially in a circular parking orbit around Earth.

- Parking orbit altitude: 281 km
- Target circular orbit radius (from Earth's center): 43570 km

Assuming a Hohmann transfer between the two orbits, what is the velocity of the spacecraft at the apogee of the transfer orbit?

Provide your answer in meters per second (m/s).",1557 m/s
0.525,"A spacecraft is initially in a circular parking orbit around a planet with an altitude of 200 km above the surface. The spacecraft is to be transferred to a higher circular orbit with an altitude of 980 km using a Hohmann transfer.

Given:
- Planet radius = 6371 km
- Gravitational parameter μ = 398600 km³/s²

What is the required velocity change at the perigee of the transfer orbit? Provide your answer in meters per second (m/s).",ΔV_perigee = 215.3 m/s
0.595,"A spacecraft is initially in a circular parking orbit around Earth at an altitude of 353 km above the surface.

It needs to perform a Hohmann transfer to a higher circular orbit with an altitude of 26469 km.

Assuming Earth's radius is 6371 km and the gravitational parameter μ = 3.986e+05 km³/s², calculate the total velocity change (ΔV) required for the Hohmann transfer.

Provide your answer in meters per second (m/s).",Total ΔV required for the Hohmann transfer: 3674 m/s
0.525,"A satellite is placed into a circular parking orbit around Earth.

Given:
- Earth's mean radius: 6378.14 km
- Parking orbit altitude: 290.29 km
- Earth's gravitational parameter: μ = 3.986005e+14 m³/s²

Calculate the initial orbital velocity of the satellite in the parking orbit.
Provide your answer in meters per second (m/s).","7,731.38 m/s"
0.525,"A satellite is initially in a circular parking orbit around Earth. It is transferred to a geosynchronous orbit.

Given:
- Earth radius: 6374.45 km
- Parking orbit altitude: 327.44 km
- Geosynchronous orbital radius: 42127.10 km
- Earth's gravitational parameter: 3.986004e+14 m³/s²

Calculate the final orbital velocity of the satellite in the geosynchronous orbit. Provide your answer in meters per second (m/s).",3076.01 m/s
0.525,"A spacecraft is initially in a circular parking orbit around Earth. Using a one-tangent burn, it is transferred to a higher orbit defined by a transfer ellipse.

Given:
- Earth radius = 6378.14 km
- Parking orbit altitude = 315.41 km
- Semi-major axis of the transfer ellipse = 31891.42 km
- Earth's gravitational parameter μ = 3.986005e+14 m³/s²

Calculate the spacecraft velocity at the transfer point in the parking orbit. Provide your answer in meters per second (m/s).","10,324.78 m/s"
0.525,"A satellite is initially in a circular parking orbit around Earth.

Given:
- Earth radius = 6378.14 km
- Parking orbit altitude = 288.39 km
- Radius of the target orbit = 41384.86 km
- Semi-major axis of the transfer ellipse = 28564.03 km

Using a one-tangent burn transfer, calculate the velocity of the satellite at the transfer point in the target orbit.

Provide your answer in meters per second (m/s).","2,304.01 m/s"
0.525,"A satellite is initially in a circular parking orbit around Earth.

Given:
- Parking orbit altitude: 281.4 km
- Earth mean radius: 6,378.14 km
- Geosynchronous orbit radius: 42,164.17 km
- Transfer ellipse semi-major axis: 30521.7 km

The satellite performs a one-tangent burn at the parking orbit to enter the transfer ellipse.

Calculate the required velocity change at the burn point (point A).
Provide your answer in meters per second (m/s).","Δv_A = 2,590.5 m/s"
0.525,"A satellite is initially in a circular parking orbit around Earth and is to be transferred to geosynchronous altitude using a one-tangent burn. The transfer orbit is an ellipse with a specified semi-major axis.

Given:
- Parking orbit altitude = 316.5 km
- Earth radius = 6,378.14 km
- Radius at point A: r_A = (6,378.14 + 316.5) × 1,000 = 6,694,645 m
- Radius at point B (geosynchronous): r_B = 42,164,000 m
- Transfer ellipse semi-major axis: a_tx = 30844.5 × 1,000 = 30,844,523 m

At point B, the velocity on the transfer orbit is 2213 m/s, while the required circular orbital velocity is 3053 m/s. The angle between the velocity vectors is 48.696°.

Calculate the velocity change (Δv) required at point B. Provide your answer in meters per second (m/s).","Δv at point B = 2,302 m/s"
0.525,"A satellite is initially in a circular parking orbit around Earth. Using a one-tangent burn maneuver, it is transferred to a higher circular orbit.

Given:
- Earth radius = 6378.14 km
- Parking orbit altitude = 359.25 km
- Target orbit radius = 41429.32 km
- Semi-major axis of the transfer ellipse = 24333.34 km
- Earth's gravitational parameter μ = 3.986e+14 m³/s²

Calculate the total required velocity change (Δv) for the transfer. Provide your answer in meters per second (m/s).","Total required velocity change: 3,815.2 m/s"
0.525,"A spacecraft is traveling along an elliptical transfer orbit.

Given:
- Eccentricity of the orbit: e = 0.716186
- True anomaly: v = 101.650 degrees

Calculate the eccentric anomaly E. Provide your answer in radians.",E = 0.925790 rad
0.595,"A spacecraft is transferred along an elliptical orbit using a one-tangent burn. The orbital parameters of the transfer ellipse are given as follows:

- Eccentric anomaly: E = 1.59953 radians
- Eccentricity: e = 0.747638
- Semi-major axis: a = 33,908,266 m
- Gravitational parameter: GM = 3.986004e+14 m³/s²

Using Kepler’s time-of-flight equation for elliptical orbits,

    TOF = (E − e sin E) √(a³ / GM)

calculate the time of flight for the transfer orbit. Provide your answer in seconds.",Time of flight = 8428.13 seconds (2.341 hours)
0.525,"A satellite is initially in a circular orbit at an altitude of 791 km above Earth's surface with an inclination of 57.4 degrees. It is planned to transfer the satellite to another circular orbit of the same size but with an inclination of 47.2 degrees.

What is the radius of the satellite's orbit? Provide your answer in meters.","7,169,516 m"
0.525,"Calculate the orbital velocity of a satellite in a circular Earth orbit.

The satellite is at an altitude of 1174.2 km above Earth's surface. Assume Earth's mean radius is 6,378,140 meters and the Earth's gravitational parameter is μ = 3.986e+14 m³/s².

What is the velocity of the satellite in meters per second (m/s)?","The orbital velocity of the satellite is approximately 7,264.86 m/s."
0.525,"A satellite is in a circular Earth orbit at an altitude of 766 km with an orbital inclination of 59.1°. It is required to change the inclination to 54.5° while keeping the orbit circular and at the same altitude.

Calculate the velocity change required to perform this inclination maneuver. Provide your answer in meters per second (m/s).",594.5 m/s
0.455,"A satellite is transferred from a low Earth parking orbit to a geosynchronous orbit using a Hohmann transfer. At apogee, a combined plane change maneuver is performed.

The velocity at apogee of the transfer orbit is 1933 m/s, and the circular velocity of the geosynchronous orbit is 3058 m/s. The required inclination change is 19.7 degrees.

Calculate the combined velocity change required at apogee using the plane change equation. Provide your answer in meters per second (m/s).",The combined velocity change at apogee is approximately 1398.7 m/s.
0.595,"A satellite is initially in a circular parking orbit at an altitude of 192 km above Earth with an orbital inclination of 35.6°. The satellite must be transferred to a zero-inclination geosynchronous Earth orbit (GEO) using a Hohmann transfer. The inclination change is performed simultaneously with circularization at apogee.

Determine the total velocity change (ΔVₜ) required for this maneuver. Express your answer in meters per second (m/s).","ΔVₜ ≈ 4,462 m/s"
0.525,"A spacecraft is in an orbit with an inclination of 73.2 degrees and a longitude of the ascending node of 267.6 degrees. The goal is to change the inclination to 74.9 degrees and the longitude of the ascending node to 270.8 degrees.

What is the angle change required to change the inclination from 73.2 degrees to 74.9 degrees? Provide your answer in decimal format with the unit in degrees.",85.689 degrees
0.455,"A spacecraft is in an orbit with an inclination of 56.1 degrees and a longitude of the ascending node of 74.6 degrees. The target orbit has an inclination of 52.1 degrees and a longitude of the ascending node of 85.6 degrees.

What is the angle change required to change the longitude of the ascending node from 74.6 degrees to 85.6 degrees? Provide your answer in decimal format with units of degrees.",50.002 degrees
0.455,"You are given two vectors expressed in Cartesian coordinates:

a = (0.128831, 0.426826, 0.895110)
b = (0.614751, 0.597934, 0.514350)

Using the standard definition of the vector cross product,
compute the components of the cross product c = a × b.
Provide your answer in decimal format without any units.","c1 = -0.3156784, c2 = 0.4840055, c3 = -0.1853594"
0.455,"
From two spacecraft orbit normal vectors:

a₁ = -0.823263  
a₂ = 0.503376  
a₃ = -0.262396  

b₁ = -0.968675  
b₂ = -0.102383  
b₃ = -0.226245  

Using the intersection of the two orbital planes, compute the latitude
of the **first intersection node**.

The intersection direction vector **c** is defined by the cross product:

c₁ = a₂ b₃ − a₃ b₂  
c₂ = a₃ b₁ − a₁ b₃  
c₃ = a₁ b₂ − a₂ b₁  

The latitude is given by:

lat₁ = arctan( c₃ / √(c₁² + c₂²) )

What is the latitude of the first intersection node in degrees?
",74.716 degrees
0.455,"
From a spacecraft orbit intersection analysis, the direction cosines of two
orbital plane normals are given as:

a1 = 0.237073  
a2 = 0.758634  
a3 = 0.606853  

b1 = 0.874822  
b2 = 0.645772  
b3 = 0.000000  

Using the relations:

c1 = a2·b3 − a3·b2  
c2 = a3·b1 − a1·b3  
c3 = a1·b2 − a2·b1  

and the formulas for the latitude and longitude of the intersection node,

lat₁ = arctan(c3 / √(c1² + c2²))  
long₁ = arctan(c1 / c2) + 90°

What is the longitude of the first intersection node of the spacecraft's orbits?
Provide your answer in decimal degrees.
",The longitude of the first intersection node is 53.566 degrees.
0.525,"
From a spacecraft orbit determination problem, the direction cosines of two
orbital plane normal vectors are given as:

a₁ = 0.572267  
a₂ = 0.334664  
a₃ = 0.212628  

b₁ = 0.339116  
b₂ = 0.484508  
b₃ = 0.523339  

Using the relations:

c₁ = a₂ b₃ − a₃ b₂  
c₂ = a₃ b₁ − a₁ b₃  
c₃ = a₁ b₂ − a₂ b₁  

and the formulas for the latitude and longitude of the intersection node:

lat₁ = arctan [ c₃ / (c₁² + c₂²)¹ᐟ² ]  

long₁ = arctan ( c₁ / c₂ ) + 90°  

The second intersection node is located 180° away in longitude and has the
opposite latitude.

What are the latitude and longitude of the second intersection node of the
spacecraft's orbits? Give your answer in decimal degrees.
","Latitude of second node: -34.472 degrees
Longitude of second node: 252.402 degrees"
0.455,"Calculate the escape velocity of a spacecraft launched from an Earth orbit with an altitude of 842 km.

What is the escape velocity of the spacecraft? Provide your answer in meters per second (m/s).","10,508 m/s"
0.35,"A space probe is performing a hyperbolic flyby of Mars. When the probe is at a distance of 131,228 km from the center of Mars, its velocity relative to the planet is 6,603.6 m/s and its flight path angle is -76.23 degrees.

Calculate the eccentricity of the probe's trajectory. Please specify the unit of measurement for the answer.",The eccentricity of the probe's trajectory is e = 48.3904 (dimensionless).
